"","Location.Sample.Date","compre_keep","Season","Facility","Object","Room","RoomType","Risk","Soil","Touch","Material","YM","Moisture","Continuity","Area","samples","Mat_cat","Freq_cat","Humid","Temp","Fill_bins_YM","Log10YM","Frequency","variable","value","se"
"219","NL.15.1","no","Summer","Facility3","Floor Object","UF","Post-Pasteurization ",3,"Yes","No","Metal",10600,"Dry","Perforated","Production","sample-296","Metal","None","Standard (30-60)","Ambient (~70-75)","Medium",4.03,"None","Shannon",1.86336901974051,NA
"220","NL.17.1","no","Summer","Facility3","Hose","Yogurt Room","Post-Pasteurization ",2,"Yes","No","Rubber",600,"Dry","Continuous","Production","sample-297","Rubber","None",NA,NA,NA,NA,"None","Shannon",2.24741526681013,NA
"221","NL.02.1","yes","Summer","Facility3","Non-FPE Structure","Batch","Raw",2,"Yes","No","Metal",0,"Dry","Continuous","Production","sample-298","Metal","As needed",NA,NA,NA,NA,"None/as needed","Shannon",2.10715186384418,NA
"222","NL.20.1","no","Summer","Facility3","Wall/Ceiling","Yogurt Room","Post-Pasteurization ",3,"Yes","No","Stainless Steel, Plastic",1.5e+07,"Dry","Continuous","Production","sample-299","Stainless Steel","None","Humid(60-80)","Cool (~60-68)","High",7.18,"None","Shannon",0.754517129255569,NA
"223","B.13.2","no","Fall","Facility2","Floor Object","Fermentation Room","Post-Pasteurization ",3,"Yes","No","Rubber, Metal",6500000,"Dry","Continuous","Production","sample-3","Rubber, Metal","None","Standard/Dry(0-30)","Ambient (~70-75)","High",6.81,"None","Shannon",2.40030767638291,NA
"224","B.32.4","no","Spring","Facility2","Forklift/Pallet Jack","Cold Storage","Warehouse",3,"Yes","No","Metal, plastic, rubber",9200,"Dry","Continuous","Storage","sample-30","Plastic, Metal","As needed",NA,NA,NA,NA,"None/as needed","Shannon",3.49060926343745,NA
"225","NL.21.1","yes","Summer","Facility3","Forklift/Pallet Jack","Materials Handling","Warehouse",3,"Yes","No","Rubber, painted metal",1450,"Dry","Continuous","Materials Handling","sample-300","Rubber","As needed",NA,NA,NA,NA,"None/as needed","Shannon",2.62687532466585,NA
"226","NL.22.1","no","Summer","Facility3","Drain","Filling","Filling",3,"Yes","No","Stainless Steel",0,"Wet","Perforated","Production","sample-301","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",2.45373734843759,NA
"227","NL.23.1","no","Summer","Facility3","Drain","Filling","Filling",3,"None","No","Stainless Steel",250,"Wet","Perforated","Production","sample-302","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",2.35890475370525,NA
"228","NL.24.1","no","Summer","Facility3","Conveyor","Filling","Filling",2,"None","No","Stainless Steel, rubber",1450,"Dry","Continuous","Production","sample-303","Stainless Steel, rubber","Daily",NA,NA,NA,NA,"Daily","Shannon",2.08281781309874,NA
"229","NL.25.1","no","Summer","Facility3","Non-FPE Structure","Filling","Filling",3,"Yes","No","Stainless Steel",3850,"Dry","Continuous","Production","sample-304","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",0.56972222906818,NA
"230","NL.26.1","no","Summer","Facility3","Drain","Filling","Filling",3,"Yes","No","Stainless Steel",1500,"Wet","Perforated","Production","sample-305","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",0.908854811523478,NA
"231","NL.28.1","no","Summer","Facility3","Conveyor","Filling","Filling",2,"Yes","No","Stainless Steel",170000,"Dry","Continuous","Production","sample-306","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",1.0900666774072,NA
"232","NL.03.1","yes","Summer","Facility3","Forklift/Pallet Jack","Dry Storage","Warehouse",3,"Yes","No","Metal",0,"Dry","Continuous","Storage","sample-307","Metal","As needed",NA,NA,NA,NA,"None/as needed","Shannon",2.86679521477437,NA
"233","NL.31.1","no","Summer","Facility3","Door","Filling","Filling",3,"Yes","No","Tarp",3500,"Damp","Continuous","Production","sample-308","Plastic","None","Standard (30-60)","Ambient/Warm (~75-80)","Medium",3.54,"None","Shannon",1.08670714512785,NA
"234","NL.32.1","no","Summer","Facility3","FPE Structure","Filling","Filling",2,"Yes","No","Stainless Steel",0,"Wet","Continuous","Production","sample-309","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",2.15247316922118,NA
"235","B.33.2","no","Fall","Facility2","Door","Cold Storage","Warehouse",3,"Yes","No","Painted Metal",105000,"Dry","Continuous","Storage","sample-31","Metal","None","Standard/Dry(0-30)","Cold(~55-40)","High",5.02,"None","Shannon",1.40982053859083,NA
"236","NL.33.1","no","Summer","Facility3","Door","Filling","Filling",3,"Yes","No","Tarp",300,"Damp","Continuous","Production","sample-310","Plastic","None","Standard (30-60)","Ambient/Warm (~75-80)","Low",2.48,"None","Shannon",0,NA
"237","NL.35.1","no","Summer","Facility3","Door","Cold Storage","Warehouse",3,"None","No","Tarp",1.57e+08,"Dry","Continuous","Storage","sample-311","Plastic","None","Standard/Dry(0-30)","Cold(~55-40)","High",8.2,"None","Shannon",2.60405501857053,NA
"238","NL.36.1","no","Summer","Facility3","FPE Structure","Filling","Filling",2,"None","No","Stainless Steel",4.5e+07,"Wet","Continuous","Production","sample-312","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",1.96196610555247,NA
"239","NL.38.1","no","Summer","Facility3","FPE Structure","Filling","Filling",2,"None","No","Stainless Steel",0,"Wet","Continuous","Production","sample-313","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",2.18792821600881,NA
"240","NL.04.1","yes","Summer","Facility3","Forklift/Pallet Jack","Dry Storage","Warehouse",3,"Yes","No","Rubber, painted metal",24100,"Dry","Continuous","Storage","sample-314","Rubber","As needed",NA,NA,NA,NA,"None/as needed","Shannon",0,NA
"241","NL.40.1","no","Summer","Facility3","Drain","Filling","Filling",3,"None","No","Stainless Steel",500,"Wet","Continuous","Production","sample-315","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",2.53727595688419,NA
"242","NL.41.1","yes","Summer","Facility3","Conveyor","Filling","Filling",2,"Yes","No","Rubber",115000,"Dry","Continuous","Production","sample-316","Rubber","Daily",NA,NA,NA,NA,"Daily","Shannon",1.40479531831921,NA
"243","NL.42.1","yes","Summer","Facility3","Hose","Filling","Filling",2,"Yes","No","Teflon",410000,"Dry","Continuous","Production","sample-317","Plastic","None",NA,NA,NA,NA,"None","Shannon",1.65512532106527,NA
"244","NL.44.1","yes","Summer","Facility3","Non-FPE Structure","Filling","Filling",3,"Yes","No","Spray painted wood",19000,"Dry","Grille","Production","sample-318","Wood","None",NA,NA,NA,NA,"None","Shannon",1.56922018065533,NA
"245","NL.45.1","no","Summer","Facility3","Drain","Filling","Filling",3,"None","No","Stainless Steel",770000,"Wet","Perforated","Production","sample-319","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",0.617558409828192,NA
"246","B.33.4","no","Spring","Facility2","Door","Cold Storage","Warehouse",3,"Yes","No","Painted Metal",800,"Dry","Continuous","Storage","sample-32","Metal","None","Standard/Dry(0-30)","Cold(~55-40)","Low",2.9,"None","Shannon",3.03219721008292,NA
"247","NL.46.1","no","Summer","Facility3","Non-FPE Structure","Filling","Filling",3,"Yes","No","Spray painted wood",6750,"Wet","Grille","Production","sample-320","Wood","None",NA,NA,NA,NA,"None","Shannon",2.47682861272164,NA
"248","NL.48.1","no","Summer","Facility3","Door","Filling","Filling",3,"Yes","No","Plastic",1400,"Dry","Continuous","Production","sample-321","Plastic","None","no data","Ambient/Warm (~75-80)","Medium",3.15,"None","Shannon",0.405047961745898,NA
"249","NL.05.1","yes","Summer","Facility3","Cleaning Tools","Dry Storage","Warehouse",3,"Yes","No","Rubber, Metal",15200,"Dry","Continuous","Storage","sample-322","Rubber, Metal","Daily",NA,NA,NA,NA,"Daily","Shannon",0,NA
"250","NL.50.1","yes","Summer","Facility3","Floor Object","Cold Storage","Warehouse",3,"Yes","No","Cement",800,"Wet","Continuous","Storage","sample-323","Cement","Daily","Standard/Dry(0-30)","Cold(~55-40)","Low",2.9,"Daily","Shannon",3.29217172114772,NA
"251","NL.52.1","yes","Summer","Facility3","Forklift/Pallet Jack","Cold Storage","Warehouse",3,"Yes","No","Rubber, Metal",50,"Dry","Continuous","Storage","sample-324","Rubber","As needed",NA,NA,NA,NA,"None/as needed","Shannon",0,NA
"252","NL.07.1","yes","Summer","Facility3","Door","Dry Storage","Warehouse",3,"Yes","No","Plastic, rubber",0,"Dry","Continuous","Storage","sample-325","Plastic, rubber","None","Humid(60-80)","Ambient/Warm (~75-80)","Low",0,"None","Shannon",2.2501579863703,NA
"253","NL.08.1","no","Summer","Facility3","Floor Object","UF","Post-Pasteurization ",3,"Yes","No","Painted cinderblock, caulk, brick",1.88e+08,"Damp","Continuous","Production","sample-326","Brick","None","Very Humid(>80)","Ambient (~70-75)","High",8.27,"None","Shannon",1.48898822185847,NA
"254","NL.09.1","no","Summer","Facility3","Non-FPE Structure","UF","Post-Pasteurization ",2,"None","No","Stainless Steel",975000,"Wet","Continuous","Production","sample-327","Stainless Steel","None",NA,NA,NA,NA,"None","Shannon",2.0855562103716,NA
"255","WS.11.1","no","Summer","Facility1","Non-FPE Structure","Raw Blend","Raw",3,"Yes","No","Stainless Steel",5e+05,"Dry","Continuous","Production","sample-328","Stainless Steel","Weekly",NA,NA,NA,NA,"Weekly","Shannon",0,NA
"256","WS.12.1","no","Summer","Facility1","Fan/Vent","Raw Blend","Raw",2,"None","No","Painted Metal",200,"Dry","Grille","Production","sample-329","Metal","None","Standard (30-60)","Ambient/Warm (~75-80)","Low",2.3,"None","Shannon",0.903022455843868,NA
"257","B.04.2","yes","Fall","Facility2","Cleaning Tools","Batch","Raw",2,"Yes","No","Rubber, Plastic",1250,"Dry","Continuous","Production","sample-33","Plastic","None",NA,NA,NA,NA,"None","Shannon",2.13275705221599,NA
"258","WS.13.1","no","Summer","Facility1","FPE Structure","Raw Blend","Raw",2,"None","No","Stainless Steel",2.5e+07,"Damp","Continuous","Production","sample-330","Stainless Steel","Weekly",NA,NA,NA,NA,"Weekly","Shannon",0,NA
"259","WS.14.1","yes","Summer","Facility1","Floor Object","Cold Storage","Warehouse",3,"Yes","No","Metal, Sealed concrete ",18800,"Dry","Grille","Storage","sample-331","Metal, Sealed concrete ","None","no data","Cold(~55-40)","Medium",4.27,"None","Shannon",0,NA
"260","WS.16.1","yes","Summer","Facility1","Floor Object","Cold Storage","Warehouse",3,"Yes","No","Metal",2300,"Dry","Perforated","Storage","sample-332","Metal","Weekly","Humid(60-80)","Cold(~55-40)","Medium",3.36,"Weekly","Shannon",0,NA
"261","WS.20.1","yes","Summer","Facility1","Drain","Cheese Room","Post-Pasteurization ",3,"None","No","Stainless Steel",1.5e+07,"Wet","Perforated","Production","sample-333","Stainless Steel","monthly ",NA,NA,NA,NA,"monthly ","Shannon",2.43841497264117,NA
"262","WS.21.1","no","Summer","Facility1","Door","Cheese Room","Post-Pasteurization ",3,"None","No","Plastic",1450,"Wet","Continuous","Production","sample-334","Plastic","Continuous","Humid(60-80)","Ambient/Warm (~75-80)","Medium",3.16,"Continuous","Shannon",0.422778097862706,NA
"263","WS.24.1","yes","Summer","Facility1","Floor Object","Cheese Room","Post-Pasteurization ",3,"Yes","No","Metal",1450,"Dry","Grid","Production","sample-335","Metal","None","Standard (30-60)","Ambient/Warm (~75-80)","Medium",3.16,"None","Shannon",0.0058866315561191,NA
"264","WS.26.1","no","Summer","Facility1","Hose","Cheese Room","Post-Pasteurization ",2,"Yes","No","Rubber",1500,"Dry","Continuous","Production","sample-336","Rubber","None",NA,NA,NA,NA,"None","Shannon",0,NA
"265","WS.27.1","yes","Summer","Facility1","Hose","Cheese Room","Post-Pasteurization ",2,"Yes","Yes","Metal",50000,"Dry","Continuous","Production","sample-337","Metal","None",NA,NA,NA,NA,"None","Shannon",1.30568353767266,NA
"266","WS.29.1","no","Summer","Facility1","Floor Object","Kosher Cheese Room","Post-Pasteurization ",3,"None","No","Sealed Stone",185000,"Wet","Continuous","Production","sample-338","Sealed Stone","None/as needed","Standard (30-60)","Ambient/Warm (~75-80)","High",5.27,"None/as needed","Shannon",2.06261087612848,NA
"267","WS.30.1","no","Summer","Facility1","Cart/Rolling Bins","Kosher Cheese Room","Post-Pasteurization ",3,"Yes","No","Rubber, Plastic",0,"Dry","Continuous","Production","sample-339","Rubber","None",NA,NA,NA,NA,"None","Shannon",0,NA
"268","B.04.4","yes","Spring","Facility2","Cleaning Tools","Batch","Raw",2,"Yes","No","Rubber, Plastic",0,"Dry","Continuous","Production","sample-34","Plastic","None",NA,NA,NA,NA,"None","Shannon",2.49730198298127,NA
"269","WS.35.1","yes","Summer","Facility1","Drain","Cheese Room","Post-Pasteurization ",3,"Yes","No","Stainless Steel",1.57e+08,"Wet","Perforated","Production","sample-340","Stainless Steel","monthly ",NA,NA,NA,NA,"monthly ","Shannon",0.536756335253748,NA
"270","WS.36.1","no","Summer","Facility1","Wall/Ceiling","Cheese Room","Post-Pasteurization ",3,"Yes","No","Painted Cinderblock",4.5e+07,"Dry","Continuous","Production","sample-341","Painted Cinderblock","None","Standard (30-60)","Ambient/Warm (~75-80)","High",7.65,"None","Shannon",1.07560816900064,NA
"271","WS.39.1","yes","Summer","Facility1","Forklift/Pallet Jack","Filling","Filling",2,"Yes","No","Rubber, Metal",17900,"Dry","Continuous","Production","sample-342","Rubber, Metal","As needed",NA,NA,NA,NA,"None/as needed","Shannon",0,NA
"272","WS.43.1","yes","Summer","Facility1","Forklift/Pallet Jack","Filling","Filling",2,"None","No","Rubber, Metal",3480000,"Dry,Wet","Continuous","Production","sample-343","Rubber, Metal","As needed",NA,NA,NA,NA,"None/as needed","Shannon",0,NA
"273","WS.45.1","no","Summer","Facility1","Conveyor","Filling","Filling",2,"None","No","Plastic",770000,"Wet","Continuous","Production","sample-344","Plastic","Weekly",NA,NA,NA,NA,"Weekly","Shannon",0,NA
"274","WS.46.1","yes","Summer","Facility1","Drain","Hot Room","Warehouse",3,"Yes","No","Stainless Steel",6750,"Dry","Perforated","Storage","sample-345","Stainless Steel","monthly ",NA,NA,NA,NA,"monthly ","Shannon",0,NA
"275","WS.47.1","yes","Summer","Facility1","Door","Hot Room","Warehouse",3,"Yes","No","Metal",300,"Dry","Continuous","Storage","sample-346","Metal","None","Standard/Dry(0-30)","Hot(106.5)","Low",2.48,"None","Shannon",0,NA
"276","WS.48.1","yes","Summer","Facility1","Door","Hot Room","Warehouse",3,"Yes","No","Painted Metal, Plastic",1400,"Dry","Continuous","Storage","sample-347","Plastic, Metal","None","Standard/Dry(0-30)","Hot(106.5)","Medium",3.15,"None","Shannon",0,NA
"277","WS.49.1","yes","Summer","Facility1","Fan/Vent","Hot Room","Warehouse",3,"Yes","No","Metal",1750,"Dry","Grille","Storage","sample-348","Metal","None","Standard/Dry(0-30)","Hot(106.5)","Medium",3.24,"None","Shannon",1.22358178130325,NA
"278","WS.05.1","no","Summer","Facility1","Forklift/Pallet Jack","Dry Storage","Warehouse",3,"Yes","No","Rubber, Metal",15200,"Dry","Continuous","Production","sample-349","Rubber, Metal","Yearly",NA,NA,NA,NA,"Yearly","Shannon",0,NA
"279","B.04.3","yes","Winter","Facility2","Cleaning Tools","Batch","Raw",2,"Yes","No","Rubber, Plastic",0,"Dry","Continuous","Production","sample-35","Plastic","None",NA,NA,NA,NA,"None","Shannon",0.589842703086777,NA
"280","WS.50.1","no","Summer","Facility1","Fan/Vent","Hot Room","Warehouse",3,"Yes","No","Painted Metal",800,"Dry","Grille","Storage","sample-350","Metal","None","Standard/Dry(0-30)","Hot(106.5)","Low",2.9,"None","Shannon",0,NA
"281","WS.51.1","no","Summer","Facility1","FPE Structure","Yogurt Room","Post-Pasteurization ",2,"None","No","Stainless Steel",250000,"Wet","Continuous","Production","sample-351","Stainless Steel","Weekly",NA,NA,NA,NA,"Weekly","Shannon",0.730988044139422,NA
"282","WS.06.1","no","Summer","Facility1","Forklift/Pallet Jack","Dry Storage","Warehouse",3,"Yes","No","Rubber, Metal",80000,"Dry","Continuous","Production","sample-352","Rubber, Metal","Yearly",NA,NA,NA,NA,"Yearly","Shannon",0,NA
"283","WS.07.1","no","Summer","Facility1","Door","Dry Storage","Warehouse",3,"Yes","No","Plastic, cement floor",0,"Dry","Continuous","Production","sample-353","Cement","Daily","Standard (30-60)","Ambient/Warm (~75-80)","Low",0,"Daily","Shannon",0,NA
"284","WS.08.1","yes","Summer","Facility1","Drain","Raw Blend","Raw",3,"None","No","Stainless Steel",1.88e+08,"Wet","Perforated","Production","sample-354","Stainless Steel","monthly ",NA,NA,NA,NA,"monthly ","Shannon",0,NA
"285","WS.09.1","yes","Summer","Facility1","Hose","Raw Blend","Raw",3,"Yes","Yes","Rubber",975000,"Dry","Continuous","Production","sample-355","Rubber","Yearly",NA,NA,NA,NA,"Yearly","Shannon",1.65475559646205,NA
"286","B.05.2","no","Fall","Facility2","Door","Batch","Raw",3,"Yes","No","Tarp, Sealed Stone",0,"Dry","Continuous","Production","sample-36","Tarp, Sealed Stone","Weekly","Standard (30-60)","Ambient (~70-75)","Low",0,"Weekly","Shannon",1.78274435555566,NA
"287","B.06.2","no","Fall","Facility2","Floor Object","Batch","Raw",3,"None","No","Rubber",0,"Dry","Spiked","Production","sample-37","Rubber","As needed","no data","Ambient (~70-75)","Low",0,"None/as needed","Shannon",1.24114011220641,NA
"288","B.07.2","no","Fall","Facility2","Drain","HTST","Raw",3,"Yes","No","Stainless Steel",0,"Wet","Perforated","Production","sample-38","Stainless Steel","As needed",NA,NA,NA,NA,"None/as needed","Shannon",0.341034001360788,NA
"289","B.07.4","no","Spring","Facility2","Drain","HTST","Raw",3,"None","No","Stainless Steel",0,"Wet","Perforated","Production","sample-39","Stainless Steel","As needed",NA,NA,NA,NA,"None/as needed","Shannon",1.71313407240905,NA
"290","B.15.2","no","Fall","Facility2","Conveyor","Filling","Filling",3,"Yes","No","Stainless Steel",10400,"Dry","Continuous","Production","sample-4","Stainless Steel","Weekly",NA,NA,NA,NA,"Weekly","Shannon",1.99912779042405,NA
"291","B.E1.4","no","Spring","Facility2","Non-FPE Structure","Filling","Filling",3,"Yes","No","Wood",26000,"Wet","Continuous","Production","sample-40","Wood","Daily",NA,NA,NA,NA,"Daily","Shannon",2.1468245266882,NA
"292","B.E2.4","no","Spring","Facility2","Forklift/Pallet Jack","Filling","Filling",2,"Yes","No","Rubber, Metal, Painted Metal",8000,"Dry","Continuous","Production","sample-41","Rubber, Metal",NA,NA,NA,NA,NA,NA,"Shannon",2.63123752789906,NA
"293","B.E4.4","no","Spring","Facility2","Conveyor","Dry Storage","Warehouse",3,"Yes","No","Stainless Steel, Painted Metal",46800,"Dry","Continuous","Storage","sample-42","Stainless Steel, Painted Metal","Weekly",NA,NA,NA,NA,"Weekly","Shannon",2.55796435153326,NA
"294","B.E5.4","no","Spring","Facility2","Door","Cold Storage","Warehouse",3,"Yes","No","Tarp, painted metal",6000,"Dry","Continuous","Storage","sample-43","Tarp, painted metal",NA,"Standard/Dry(0-30)","Cold(~55-40)","Medium",3.78,NA,"Shannon",3.57965237208294,NA
"295","B.E6.4","no","Spring","Facility2","Non-FPE Structure","Cold Storage","Warehouse",3,"Yes","No","Wood",12800,"Damp","Continuous","Storage","sample-44","Wood","Daily",NA,NA,NA,NA,"Daily","Shannon",3.03994131834256,NA
"296","B.E8.4","no","Spring","Facility2","Floor Object","Office","Office/Hallway",4,"Yes","No","Rubber",2400,"Dry","Spiked","Office","sample-45","Rubber","As needed",NA,NA,NA,NA,"None/as needed","Shannon",4.00821249774127,NA
"297","NL.E10.2","no","Fall","Facility3","Drain","Receiving","Warehouse",3,"No","No","Metal",175000,"Dry","Grid","Receiving","sample-46","Metal",NA,NA,NA,NA,NA,NA,"Shannon",2.12073369467852,NA
"298","NL.E10.3","no","Winter","Facility3","Drain","Receiving","Warehouse",3,"No","No","Metal",26400,"Dry","Grid","Receiving","sample-47","Metal",NA,NA,NA,NA,NA,NA,"Shannon",1.9455316694795,NA
"299","NL.E11.2","no","Fall","Facility3","FPE Structure","Filling","Filling",2,"Yes","No","Stainless Steel",650,"Dry","Continuous","Production","sample-48","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",2.25741294169044,NA
"300","NL.E12.2","no","Fall","Facility3","FPE Structure","Filling","Filling",2,"Yes","No","Stainless Steel",28500000,"Dry","Continuous","Production","sample-49","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",1.01516130821021,NA
"301","B.15.4","no","Spring","Facility2","Conveyor","Filling","Filling",2,"Yes","No","Stainless Steel",3360000,"Dry","Continuous","Production","sample-5","Stainless Steel","Weekly",NA,NA,NA,NA,"Weekly","Shannon",1.54264102315424,NA
"302","NL.E13.3","no","Winter","Facility3","Floor Object","Filling","Filling",3,"No","No","Tarp",680000,"Wet","Continuous","Production","sample-50","Plastic",NA,"Standard/Dry(0-30)","no data","High",5.83,NA,"Shannon",1.47228168347448,NA
"303","B.E1.2","no","Fall","Facility2","Non-FPE Structure","Filling","Filling",3,"Yes","No","Wood",650,"Damp","Continuous","Production","sample-51","Wood","Daily",NA,NA,NA,NA,"Daily","Shannon",3.59053102664418,NA
"304","B.E1.3","no","Winter","Facility2","Non-FPE Structure","Filling","Filling",3,"Yes","No","Wood",65600,"Wet","Continuous","Production","sample-52","Wood","Daily",NA,NA,NA,NA,"Daily","Shannon",2.40674614560416,NA
"305","NL.E1.2","no","Fall","Facility3","Non-FPE Structure","Hallway","Office/Hallway",4,"None","No","Plastic",3e+09,"Dry","Continuous","Hallway","sample-53","Plastic",NA,NA,NA,NA,NA,NA,"Shannon",1.91285739863982,NA
"306","B.E2.2","no","Fall","Facility2","Forklift/Pallet Jack","Filling","Filling",3,"Yes","No","Rubber, Metal, Painted Metal",5850,"Wet","Continuous","Production","sample-54","Rubber, Metal",NA,NA,NA,NA,NA,NA,"Shannon",1.23501564045205,NA
"307","NL.E2.2","no","Fall","Facility3","Non-FPE Structure","Hallway","Office/Hallway",4,"None","No","Cardboard",50,"Dry","Continuous","Hallway","sample-55","Cardboard",NA,NA,NA,NA,NA,NA,"Shannon",1.53992337816797,NA
"308","WS.E2.2","no","Fall","Facility1","Drain","Materials Handling","Warehouse",3,"Yes","No","Stainless Steel",4500000,"Dry","Perforated","Materials Handling","sample-56","Stainless Steel","monthly ",NA,NA,NA,NA,"monthly ","Shannon",2.21047304405298,NA
"309","WS.E2.3","no","Winter","Facility1","Drain","Materials Handling","Warehouse",3,"Yes","No","Stainless Steel",8720000,"Dry","Perforated","Materials Handling","sample-57","Stainless Steel","monthly ",NA,NA,NA,NA,"monthly ","Shannon",2.62950045894812,NA
"310","B.E3.2","no","Fall","Facility2","Non-FPE Structure","Filling","Filling",3,"Yes","No","Stainless Steel",4350,"Dry","Continuous","Production","sample-58","Stainless Steel",NA,NA,NA,NA,NA,NA,"Shannon",3.63453127227288,NA
"311","WS.E3.2","no","Fall","Facility1","Drain","Cold Storage","Warehouse",3,"Yes","No","Stainless Steel",4500000,"Dry","Continuous","Materials Handling","sample-59","Stainless Steel",NA,NA,NA,NA,NA,NA,"Shannon",1.57288232268863,NA
"312","B.16.2","no","Fall","Facility2","Wall/Ceiling","Filling","Filling",3,"Yes","No","Painted Metal, Sealed Stone, Caulk",3150,"Damp","Continuous","Production","sample-6","Metal","Weekly","Standard (30-60)","Ambient (~70-75)","Medium",3.5,"Weekly","Shannon",1.81882767772297,NA
"313","B.E4.2","no","Fall","Facility2","Conveyor","Dry Storage","Warehouse",3,"Yes","No","Stainless Steel, Painted Metal",550,"Dry","Continuous","Storage","sample-60","Stainless Steel, Painted Metal","Weekly",NA,NA,NA,NA,"Weekly","Shannon",3.33742051268105,NA
"314","NL.E4.2","no","Fall","Facility3","Non-FPE Structure","Filling","Filling",3,"No","No",NA,2.5e+09,"Dry","Continuous","Production","sample-61",NA,NA,NA,NA,NA,NA,NA,"Shannon",2.10186830622522,NA
"315","WS.E4.2","no","Fall","Facility1","Conveyor","Cold Storage","Warehouse",3,"Yes","No","Stainless Steel",350,"Dry","Continuous","Storage","sample-62","Stainless Steel","Weekly",NA,NA,NA,NA,"Weekly","Shannon",2.88605898325478,NA
"316","WS.E4.3","no","Winter","Facility1","Conveyor","Cold Storage","Warehouse",3,"Yes","No","Stainless Steel",80000,"Dry","Continuous","Storage","sample-63","Stainless Steel","Weekly",NA,NA,NA,NA,"Weekly","Shannon",3.29056208882227,NA
"317","B.E5.2","no","Fall","Facility2","Door","Cold Storage","Warehouse",3,"Yes","No","Tarp, painted metal",1900,"Grime","Continuous","Storage","sample-64","Tarp, painted metal",NA,"Standard/Dry(0-30)","Cold(~55-40)","Medium",3.28,NA,"Shannon",2.77827485571094,NA
"318","NL.E5.2","no","Fall","Facility3","Non-FPE Structure","Filling","Filling",3,"No","No","Cardboard",130000,"Dry","Continuous","Production","sample-65","Cardboard",NA,NA,NA,NA,NA,NA,"Shannon",2.08132512249569,NA
"319","WS.E5.2","no","Fall","Facility1","Conveyor","Cold Storage","Warehouse",3,"Yes","No","Painted Metal",16600,"Dry","Continuous","Storage","sample-66","Metal","Weekly",NA,NA,NA,NA,"Weekly","Shannon",3.29314882149541,NA
"320","WS.E5.3","no","Winter","Facility1","Conveyor","Cold Storage","Warehouse",3,"Yes","No","Painted Metal",15200,"Dry","Continuous","Storage","sample-67","Metal","Weekly",NA,NA,NA,NA,"Weekly","Shannon",3.4301540008318,NA
"321","B.E6.2","no","Fall","Facility2","Non-FPE Structure","Cold Storage","Warehouse",3,"Yes","No","Wood",750,"Damp","Continuous","Storage","sample-68","Wood","Daily",NA,NA,NA,NA,"Daily","Shannon",3.12721627746188,NA
"322","WS.E6.2","no","Fall","Facility1","Floor Object","Hallway","Office/Hallway",4,"Yes","No","Cement floor, painted cinderblock wall",2850,"Dry","Continuous","Hallway","sample-69","Cement floor, painted cinderblock wall","None/as needed",NA,NA,NA,NA,"None/as needed","Shannon",3.63453482583517,NA
"323","B.16.4","no","Spring","Facility2","Wall/Ceiling","Filling","Filling",3,"Yes","No","Painted Metal, Sealed Stone, Caulk",1200,"Wet","Continuous","Production","sample-7","Painted Metal, Sealed Stone, Caulk","Weekly","Standard (30-60)","Cool (~60-68)","Medium",3.08,"Weekly","Shannon",1.36462219525395,NA
"324","WS.E6.3","no","Winter","Facility1","Floor Object","Hallway","Office/Hallway",4,"Yes","No","Cement floor, painted cinderblock wall",2000,"Dry","Continuous","Hallway","sample-70","Cement floor, painted cinderblock wall","None/as needed",NA,NA,NA,NA,"None/as needed","Shannon",3.86907602587187,NA
"325","B.E7.2","no","Fall","Facility2","Floor Object","Cold Storage","Warehouse",3,"Yes","No","Metal",200,"Dry","Continuous","Storage","sample-71","Metal",NA,"Standard/Dry(0-30)","Cold(~55-40)","Low",2.3,NA,"Shannon",3.42484132673663,NA
"326","WS.E7.3","no","Winter","Facility1","Floor Object","Batch","Raw",3,"Yes","No","Sealed Stone",3600000,"Dry","Continuous","Production","sample-72","Sealed Stone","None/as needed","Standard (30-60)","Cool (~60-68)","High",6.56,"None/as needed","Shannon",1.26063530768449,NA
"327","B.E8.2","no","Fall","Facility2","Floor Object","Office","Office/Hallway",4,"Yes","No","Rubber",1450,"Dry","Spiked","Office","sample-73","Rubber","As needed",NA,NA,NA,NA,"None/as needed","Shannon",4.05638124338359,NA
"328","NL.E8.2","no","Fall","Facility3","Wall/Ceiling","Cold Storage","Warehouse",3,"Yes","No","Cincerblock, cement, wood",220000,"Dry","Continuous","Storage","sample-74","Cincerblock, cement, wood",NA,"Standard/Dry(0-30)","Cold(~55-40)","High",5.34,NA,"Shannon",2.09794275208787,NA
