sample.id,Location.Sample.Date,compre_keep,Season,Facility,Object,Room,RoomType,Risk,Soil,Touch,Material,YM,Moisture,Continuity,Area,samples,Mat_cat,Freq_cat
sample-343,WS.43.1,yes,Summer,Facilty1,Forklift/Pallet Jack,Filling,Filling,2,None,No,"Rubber, Metal",3480000,"Dry,Wet",Continuous,Production,sample-343,"Rubber, Metal",As needed
sample-216,WS.43.2,yes,Fall,Facilty1,Forklift/Pallet Jack,Filling,Filling,2,None,No,"Rubber, Metal",3550,"Dry,Wet",Continuous,Production,sample-216,"Rubber, Metal",As needed
sample-218,WS.43.3,yes,Winter,Facilty1,Forklift/Pallet Jack,Filling,Filling,2,None,No,"Rubber, Metal",20400,Wet,Continuous,Production,sample-218,"Rubber, Metal",As needed
sample-217,WS.43.4,yes,Spring,Facilty1,Forklift/Pallet Jack,Filling,Filling,2,None,No,"Rubber, Metal",1120000,Wet,Continuous,Production,sample-217,"Rubber, Metal",As needed
sample-219,WS.44.4,no,Spring,Facilty1,Floor Object,Filling,Filling,3,Yes,No,Painted Metal,6800,Damp,Grid,Production,sample-219,Metal,None
sample-344,WS.45.1,no,Summer,Facilty1,Conveyor,Filling,Filling,2,None,No,Plastic,770000,Wet,Continuous,Production,sample-344,Plastic,Weekly
sample-220,WS.45.4,no,Spring,Facilty1,Conveyor,Filling,Filling,2,Yes,No,Plastic,0,Dry,Continuous,Production,sample-220,Plastic,Weekly
sample-345,WS.46.1,yes,Summer,Facilty1,Drain,Hot Room,Warehouse,3,Yes,No,Stainless Steel,6750,Dry,Perforated,Storage,sample-345,Stainless Steel,monthly 
sample-221,WS.46.2,yes,Fall,Facilty1,Drain,Hot Room,Warehouse,3,Yes,No,Stainless Steel,25000,Dry,Perforated,Storage,sample-221,Stainless Steel,monthly 
sample-223,WS.46.3,yes,Winter,Facilty1,Drain,Hot Room,Warehouse,3,Yes,No,Stainless Steel,0,Dry,Perforated,Storage,sample-223,Stainless Steel,monthly 
sample-222,WS.46.4,yes,Spring,Facilty1,Drain,Hot Room,Warehouse,3,Yes,No,Stainless Steel,23200,Dry,Perforated,Storage,sample-222,Stainless Steel,monthly 
sample-346,WS.47.1,yes,Summer,Facilty1,Door,Hot Room,Warehouse,3,Yes,No,Metal,300,Dry,Continuous,Storage,sample-346,Metal,None
sample-224,WS.47.2,yes,Fall,Facilty1,Door,Hot Room,Warehouse,3,Yes,No,Metal,0,Dry,Continuous,Storage,sample-224,Metal,None
sample-226,WS.47.3,yes,Winter,Facilty1,Door,Hot Room,Warehouse,3,Yes,No,Metal,400,Dry,Continuous,Storage,sample-226,Metal,None
sample-225,WS.47.4,yes,Spring,Facilty1,Door,Hot Room,Warehouse,3,Yes,No,Metal,0,Dry,Continuous,Storage,sample-225,Metal,None
sample-347,WS.48.1,yes,Summer,Facilty1,Door,Hot Room,Warehouse,3,Yes,No,"Painted Metal, Plastic",1400,Dry,Continuous,Storage,sample-347,"Plastic, Metal",None
sample-227,WS.48.2,yes,Fall,Facilty1,Door,Hot Room,Warehouse,3,Yes,No,"Painted Metal, Plastic",600,Dry,Continuous,Storage,sample-227,"Plastic, Metal",None
sample-229,WS.48.3,yes,Winter,Facilty1,Door,Hot Room,Warehouse,3,Yes,No,"Painted Metal, Plastic",1200,Dry,Continuous,Storage,sample-229,"Plastic, Metal",None
sample-228,WS.48.4,yes,Spring,Facilty1,Door,Hot Room,Warehouse,3,Yes,No,"Painted Metal, Plastic",1600,Dry,Continuous,Storage,sample-228,"Plastic, Metal",None
sample-348,WS.49.1,yes,Summer,Facilty1,Fan/Vent,Hot Room,Warehouse,3,Yes,No,Metal,1750,Dry,Grille,Storage,sample-348,Metal,None
sample-230,WS.49.2,yes,Fall,Facilty1,Fan/Vent,Hot Room,Warehouse,3,Yes,No,Metal,600,Dry,Grille,Storage,sample-230,Metal,None
sample-232,WS.49.3,yes,Winter,Facilty1,Fan/Vent,Hot Room,Warehouse,3,Yes,No,Metal,800,Dry,Grille,Storage,sample-232,Metal,None
sample-231,WS.49.4,yes,Spring,Facilty1,Fan/Vent,Hot Room,Warehouse,3,Yes,No,Metal,3200,Dry,Grille,Storage,sample-231,Metal,None
sample-350,WS.50.1,no,Summer,Facilty1,Fan/Vent,Hot Room,Warehouse,3,Yes,No,Painted Metal,800,Dry,Grille,Storage,sample-350,Metal,None
sample-236,WS.50.3,no,Winter,Facilty1,Fan/Vent,Hot Room,Warehouse,3,Yes,No,Painted Metal,0,Dry,Grille,Storage,sample-236,Metal,None
sample-235,WS.50.4,no,Spring,Facilty1,Fan/Vent,Hot Room,Warehouse,3,Yes,No,Painted Metal,400,Dry,Grille,Storage,sample-235,Metal,None
sample-351,WS.51.1,no,Summer,Facilty1,FPE Structure,Yogurt Room,Post-Pasteurization ,2,None,No,Stainless Steel,250000,Wet,Continuous,Production,sample-351,Stainless Steel,Weekly
sample-237,WS.51.4,no,Spring,Facilty1,FPE Structure,Yogurt Room,Post-Pasteurization ,2,Yes,No,Stainless Steel,16400,Wet,Continuous,Production,sample-237,Stainless Steel,Weekly
sample-56,WS.E2.2,no,Fall,Facilty1,Drain,Materials Handling,Warehouse,3,Yes,No,Stainless Steel,4500000,Dry,Perforated,Materials Handling,sample-56,Stainless Steel,monthly 
sample-57,WS.E2.3,no,Winter,Facilty1,Drain,Materials Handling,Warehouse,3,Yes,No,Stainless Steel,8720000,Dry,Perforated,Materials Handling,sample-57,Stainless Steel,monthly 
sample-246,WS.E2.4,no,Spring,Facilty1,Drain,Materials Handling,Warehouse,3,Yes,No,Stainless Steel,804000000,Dry,Perforated,Materials Handling,sample-246,Stainless Steel,monthly 
sample-247,WS.E3.4,no,Spring,Facilty1,Drain,Cold Storage,Warehouse,3,Yes,No,Stainless Steel,17800000,Wet,Continuous,Materials Handling,sample-247,Stainless Steel,NA
sample-59,WS.E3.2,no,Fall,Facilty1,Drain,Cold Storage,Warehouse,3,Yes,No,Stainless Steel,4500000,Dry,Continuous,Materials Handling,sample-59,Stainless Steel,NA
sample-62,WS.E4.2,no,Fall,Facilty1,Conveyor,Cold Storage,Warehouse,3,Yes,No,Stainless Steel,350,Dry,Continuous,Storage,sample-62,Stainless Steel,Weekly
sample-63,WS.E4.3,no,Winter,Facilty1,Conveyor,Cold Storage,Warehouse,3,Yes,No,Stainless Steel,80000,Dry,Continuous,Storage,sample-63,Stainless Steel,Weekly
sample-248,WS.E4.4,no,Spring,Facilty1,Conveyor,Cold Storage,Warehouse,3,Yes,No,Stainless Steel,29600,Dry,Continuous,Storage,sample-248,Stainless Steel,Weekly
sample-66,WS.E5.2,no,Fall,Facilty1,Conveyor,Cold Storage,Warehouse,3,Yes,No,Painted Metal,16600,Dry,Continuous,Storage,sample-66,Metal,Weekly
sample-67,WS.E5.3,no,Winter,Facilty1,Conveyor,Cold Storage,Warehouse,3,Yes,No,Painted Metal,15200,Dry,Continuous,Storage,sample-67,Metal,Weekly
sample-249,WS.E5.4,no,Spring,Facilty1,Conveyor,Cold Storage,Warehouse,3,Yes,No,Painted Metal,69200,Dry,Continuous,Storage,sample-249,Metal,Weekly
sample-69,WS.E6.2,no,Fall,Facilty1,Floor Object,Hallway,Office/Hallway,4,Yes,No,"Cement floor, painted cinderblock wall",2850,Dry,Continuous,Hallway,sample-69,"Cement floor, painted cinderblock wall",None/as needed
sample-70,WS.E6.3,no,Winter,Facilty1,Floor Object,Hallway,Office/Hallway,4,Yes,No,"Cement floor, painted cinderblock wall",2000,Dry,Continuous,Hallway,sample-70,"Cement floor, painted cinderblock wall",None/as needed
sample-250,WS.E6.4,no,Spring,Facilty1,Floor Object,Hallway,Office/Hallway,4,Yes,No,"Cement floor, painted cinderblock wall",1200,Dry,Continuous,Hallway,sample-250,"Cement floor, painted cinderblock wall",None/as needed
sample-72,WS.E7.3,no,Winter,Facilty1,Floor Object,Batch,Raw,3,Yes,No,Sealed Stone,3600000,Dry,Continuous,Production,sample-72,Sealed Stone,None/as needed
sample-251,WS.E7.4,no,Spring,Facilty1,Floor Object,Batch,Raw,3,Yes,No,Sealed Stone,11800000,Damp,Continuous,Production,sample-251,Sealed Stone,None/as needed
